,action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
15,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,90.0,5,,,,,White,,,,,1,Male,0,2015,111.05,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15.0,Burleigh County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000021928,45,38,ND,North Dakota,77000.0,425,1049.0,929.0,3.2999999523162837,3480.0,,145.42999267578125
16,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,2,Female,0,2015,112.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,15.0,Burleigh County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000033758,28,38,ND,North Dakota,77000.0,260,1780.0,1625.0,7.8499999046325675,5834.0,,113.66000366210938
17,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,103.02,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,101.0,Ward County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000504713,15262,38,ND,North Dakota,67500.0,219,2158.0,1721.0,8.310000419616701,5365.0,,111.86000061035156
18,4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,67.0,5,,,,,White,,,,,1,Male,0,2015,8.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002590037,3020,38,ND,North Dakota,76600.0,80,1589.0,975.0,17.899999618530273,5167.0,,60.79999923706055
19,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,119.0,5,,,,,White,,,,,1,Male,0,2015,9618.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,57.0,Mercer County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,19902,38,ND,North Dakota,67500.0,117,1564.0,954.0,4.940000057220459,2629.0,,112.8499984741211
20,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,80.0,5,,,,,White,,,,,1,Male,0,2015,9670.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,93.0,Stutsman County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,289548,38,ND,North Dakota,67500.0,145,1229.0,879.0,2.309999942779541,2555.0,,119.54000091552734
21,3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,53.0,5,,,,,White,,,,,1,Male,0,2015,9714.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,77.0,Richland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,0000012854,29,38,ND,North Dakota,67500.0,114,1470.0,1047.0,5.070000171661377,2879.0,,88.58000183105469
22,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,112.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,35.0,Grand Forks County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,61339,38,ND,North Dakota,74200.0,156,1850.0,1469.0,9.81999969482422,6231.0,,115.13999938964844
23,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,44.0,5,,,,,White,,,,,1,Male,0,2015,9598.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103.0,Wells County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0002590037,3846,38,ND,North Dakota,67500.0,60,852.0,630.0,2.25,1823.0,,90.98999786376952
24,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,52.0,5,,,,,White,,,,,1,Male,0,2015,9635.0,3,"Information not provided by applicant in mail, Internet, or telephone application",5,,,,,White,,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",89.0,Stark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000021928,12,38,ND,North Dakota,67500.0,221,1463.0,1245.0,5.730000019073486,4924.0,,119.01000213623048
25,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,111.0,5,,,,,White,,,,,1,Male,0,2015,104.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15.0,Burleigh County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000021928,170,38,ND,North Dakota,77000.0,139,1415.0,1415.0,3.5699999332427983,3474.0,,104.1999969482422
26,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,3,"Information not provided by applicant in mail, Internet, or telephone application",123.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,102.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000033758,38,38,ND,North Dakota,76600.0,137,1949.0,1763.0,4.579999923706055,5433.0,,98.6999969482422
27,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",175.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,111.03,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",15.0,Burleigh County,9.0,,,Other,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000504713,119213,38,ND,North Dakota,77000.0,192,795.0,780.0,7.03000020980835,3030.0,,137.41999816894528
28,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,152.0,5,,,,,White,,,,,1,Male,0,2015,114.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,35.0,Grand Forks County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1157456,38,ND,North Dakota,74200.0,10,956.0,736.0,4.360000133514403,2273.0,,101.58000183105469
29,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,1,Male,0,2015,9623.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,53.0,McKenzie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,20-1091645,1347,38,ND,North Dakota,67500.0,279,883.0,581.0,3.369999885559082,1723.0,,113.83000183105469
30,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",135.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,9404.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,61.0,Mountrail County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,316287,38,ND,North Dakota,67500.0,380,1153.0,461.0,75.2699966430664,2479.0,,64.70999908447266
31,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,105.0,5,,,,,White,,,,,1,Male,0,2015,9734.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,21.0,Dickey County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000033758,218,38,ND,North Dakota,67500.0,114,645.0,377.0,5.570000171661377,1471.0,,79.41000366210938
32,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,9.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,17.0,Cass County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,200761,38,ND,North Dakota,76600.0,211,2005.0,1640.0,6.739999771118164,4987.0,,93.08000183105469
33,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,405.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000451965,158700,38,ND,North Dakota,76600.0,411,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
34,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,1,Male,0,2015,,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,105.0,Williams County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,29655,38,ND,North Dakota,,60,,,,,,
35,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,55.0,5,,,,,White,,,,,1,Male,0,2015,103.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15.0,Burleigh County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000021928,80,38,ND,North Dakota,77000.0,184,1896.0,1393.0,7.389999866485597,5926.0,,96.1500015258789
36,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,41.0,5,,,,,White,,,,,2,Female,0,2015,106.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35.0,Grand Forks County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),22-3039688,244094,38,ND,North Dakota,74200.0,128,532.0,268.0,15.329999923706055,2127.0,,88.33000183105469
37,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,91.0,5,,,,,White,,,,,1,Male,0,2015,9634.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,89.0,Stark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000061758,65,38,ND,North Dakota,67500.0,288,1126.0,969.0,4.239999771118163,3234.0,,111.04000091552734
38,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,105.0,5,,,,,White,,,,,1,Male,0,2015,405.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,93307,38,ND,North Dakota,76600.0,262,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
39,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,72.0,5,,,,,White,,,,,2,Female,0,2015,9541.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,105.0,Williams County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,33-0975529,8286,38,ND,North Dakota,67500.0,211,1741.0,1359.0,9.130000114440918,4732.0,,111.3499984741211
