,action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
10,1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,33.0,5,,,,,White,,,,,2,Female,0,2015,9707.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,37,Sweetwater County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000021717,4344,56,WY,Wyoming,71500.0,136,1302.0,1121.0,11.380000114440918,3709.0,,132.8800048828125
11,1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,1,Male,0,2015,16.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000706809,15499,56,WY,Wyoming,75500.0,275,2094.0,1511.0,11.920000076293945,5596.0,,117.16000366210938
12,4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,53.0,5,,,,,White,,,,,1,Male,0,2015,20.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000007361,504,56,WY,Wyoming,72000.0,50,2518.0,1848.0,10.770000457763672,7130.0,,103.98999786376952
13,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,78.0,5,,,,,White,,,,,1,Male,0,2015,11.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1102,56,WY,Wyoming,75500.0,263,1073.0,611.0,10.100000381469727,2425.0,,68.45999908447266
14,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,178.0,5,,,,,White,,,,,1,Male,0,2015,9513.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,45,Weston County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000002232,7,56,WY,Wyoming,71500.0,50,2026.0,1411.0,6.5999999046325675,3894.0,,88.7699966430664
15,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,0,2015,14.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,25,Natrona County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,23769,56,WY,Wyoming,75500.0,211,2170.0,1653.0,8.470000267028809,5620.0,,97.25
16,1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,1,Male,0,2015,15.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,21,Laramie County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000706809,5266,56,WY,Wyoming,72000.0,121,1817.0,1397.0,17.0,4765.0,,111.86000061035156
17,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,70.0,5,,,,,White,,,,,1,Male,0,2015,20.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000501105,9340,56,WY,Wyoming,72000.0,260,2518.0,1848.0,10.770000457763672,7130.0,,103.98999786376952
18,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,57.0,5,,,,,White,,,,,1,Male,0,2015,20.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1110,56,WY,Wyoming,72000.0,182,2518.0,1848.0,10.770000457763672,7130.0,,103.98999786376952
19,2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,90.0,5,,,,,White,,,,,1,Male,0,2015,3.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,5,Campbell County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,20-1091645,431,56,WY,Wyoming,71500.0,164,1892.0,1523.0,13.539999961853027,5487.0,,116.9000015258789
20,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,1,Hispanic or Latino,87.0,5,,,,,White,,,,,1,Male,0,2015,9580.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15,Goshen County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000002232,566,56,WY,Wyoming,71500.0,246,1423.0,794.0,13.0,3015.0,,74.0
21,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,1,Male,0,2015,9579.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,15,Goshen County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),7197000003,478615,56,WY,Wyoming,71500.0,167,1846.0,1335.0,11.989999771118164,4861.0,,89.16000366210938
22,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,9565.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,9,Converse County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852320,61913,56,WY,Wyoming,71500.0,291,926.0,661.0,10.220000267028807,2807.0,,109.29000091552734
23,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,36.0,5,,,,,White,,,,,1,Male,0,2015,10.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1111,56,WY,Wyoming,72000.0,167,1568.0,799.0,25.90999984741211,3026.0,,78.43000030517578
24,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,1,Male,0,2015,7.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,5,Campbell County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",20-1091645,1251,56,WY,Wyoming,71500.0,173,2935.0,2497.0,9.800000190734863,8828.0,,115.22000122070312
25,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,25.0,5,,,,,White,,,,,1,Male,0,2015,9678.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,17,Hot Springs County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000002232,318,56,WY,Wyoming,71500.0,87,1605.0,947.0,5.010000228881836,2956.0,,81.77999877929688
26,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,137.0,5,,,,,White,,,,,2,Female,0,2015,9652.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,29,Park County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7197000003,480833,56,WY,Wyoming,71500.0,270,2697.0,1722.0,12.6899995803833,6258.0,,85.66000366210938
27,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,9503.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,11,Crook County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),62-1532940,78983,56,WY,Wyoming,71500.0,131,1288.0,830.0,3.609999895095825,2602.0,,75.08999633789062
28,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,53.0,5,,,,,White,,,,,1,Male,0,2015,4.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1119,56,WY,Wyoming,72000.0,143,2144.0,1518.0,20.559999465942386,4626.0,,74.05000305175781
29,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,41.0,5,,,,,White,,,,,1,Male,0,2015,9565.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,9,Converse County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,9,Other type of purchaser,20-1091645,1339,56,WY,Wyoming,71500.0,154,926.0,661.0,10.220000267028807,2807.0,,109.29000091552734
30,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,3.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,39720,56,WY,Wyoming,75500.0,178,1757.0,854.0,13.380000114440918,3946.0,,92.68000030517578
31,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,1,Male,0,2015,9784.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23,Lincoln County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,307543,56,WY,Wyoming,71500.0,164,1492.0,1063.0,10.529999732971193,3534.0,,113.61000061035156
32,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,77.0,5,,,,,White,,,,,1,Male,0,2015,4.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,1,Home purchase,1,Conventional,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000007361,64,56,WY,Wyoming,72000.0,50,2144.0,1518.0,20.559999465942386,4626.0,,74.05000305175781
33,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,63.0,5,,,,,White,,,,,2,Female,0,2015,13.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1120,56,WY,Wyoming,72000.0,304,2741.0,1991.0,13.890000343322756,7079.0,,119.80999755859376
34,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,39.0,5,,,,,White,,,,,1,Male,0,2015,9652.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29,Park County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000002232,445,56,WY,Wyoming,71500.0,151,2697.0,1722.0,12.6899995803833,6258.0,,85.66000366210938
35,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",38.0,5,,,,,White,,,,,2,Female,0,2015,3.0,3,"Information not provided by applicant in mail, Internet, or telephone application",5,,,,,White,,,,,2,Female,5,Campbell County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,18278,56,WY,Wyoming,71500.0,12,1892.0,1523.0,13.539999961853027,5487.0,,116.9000015258789
36,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,13.0,5,,,,,White,,,,,2,Female,0,2015,9.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1078,56,WY,Wyoming,72000.0,75,1383.0,1064.0,12.029999732971193,2768.0,,124.4800033569336
37,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,140.0,5,,,,,White,,,,,1,Male,2,2015,14.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),34-1194858,13420,56,WY,Wyoming,75500.0,272,2170.0,1653.0,8.470000267028809,5620.0,,97.25
38,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,129.0,5,,,,,White,,,,,1,Male,0,2015,20.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1126,56,WY,Wyoming,72000.0,342,2518.0,1848.0,10.770000457763672,7130.0,,103.98999786376952
39,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,37.0,5,,,,,White,,,,,1,Male,0,2015,9652.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29,Park County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000002232,457,56,WY,Wyoming,71500.0,127,2697.0,1722.0,12.6899995803833,6258.0,,85.66000366210938
40,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,3,"Information not provided by applicant in mail, Internet, or telephone application",37.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,3.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",43,Washakie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000002232,338,56,WY,Wyoming,71500.0,141,944.0,665.0,18.209999084472656,2542.0,,115.5999984741211
41,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,59.0,5,,,,,White,,,,,1,Male,0,2015,11.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1081,56,WY,Wyoming,75500.0,209,1073.0,611.0,10.100000381469727,2425.0,,68.45999908447266
